FIELD_ID,FLD_NAME,FLD_NAME2,REG_CODE,REG_NAME,WB_REGION,COUNTRY,CountrynameWEO,weo_code,ISO,STATE,LAT_DD,LON_DD,ON_OFF_LOC,year,FIELD_TYPE,SIZE_CLASS,SIZE_CLASS_CODE,EUR_MMBOE,oil_price,gas_price,firstdiscoyear,disco_cumu,disco_count,EUR_cumu,NPV_USD_n,defl_uscpi,NPV_USD_r,gdp_curr,gdp_const,NPV_GDP_n,NPV_GDP_r,DISCO_SOURCE1,DISCO_SOURCE2,DISCO_SOURCE3,DISCO_SOURCE4
97,Haft Kel,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,31.438422,49.535247,Onshore,1926,Oil,Giant,1,1946,,,1908,2,70,3415,,,,,,,,Horn (2014),,.,
98,Kupal,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,31.320773,49.282667,Onshore,1965,Oil,Giant,1,3213.333,2.17,.0485151189433319,1908,26,70,185528.45,1434.2627,.17446828,8220.7646,6197.319929690811,108529.645820801,23.143274,7.5746717,Horn (2014),,.,
99,Agave,,A,NORTH AMERICA,LAC,Mexico,Mexico,273,MEX,Mexico - Tabasco,17.76389,-92.95,Onshore,1976,Oil,Giant,1,1686.967,12.13750005722045,.1968554638088303,1901,12,23,22338.432,5086.2227,.31168446,16318.499,89025.97402597399,402436.584808525,5.7131896,4.0549245,Horn (2014),,.,
100,Hout,,E,MIDDLE EAST,MNA,Divided Neutral Zone: Kuwait/Saudi Arabia,Divided Neutral Zone: Kuwait/Saudi Arabia,,Joint discovery,,28.83333,48.91667,Offshore,1963,Oil,Giant,1,832.078,2.235,.0468648467254823,1959,2,4,9646.9912,566.89484,.16812883,3371.7883,,,,,Horn (2014),,.,
101,Harqus,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,27.96667,49.75,Offshore,1978,Oil,Giant,1,1000,13.88333333333335,.2726843717716693,1938,34,59,346231,4013.4531,.35405782,11335.587,80265.6194846452,300820.954506667,5.0002146,3.7682171,Horn (2014),,.,
102,Hasbah,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,28.16225,50.00319,Offshore,1976,Oil,Giant,1,1883.333,12.13750005722045,.1968554638088303,1938,27,59,339081,5498.9312,.31168446,17642.623,64005.6657223796,296365.455893334,8.5913191,5.9529958,Horn (2014),,.,
103,Malgobek Voznesenskoye,"Aliyurt, Alkhazovo, Gorskoye",D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,43.52917,44.73917,Onshore,1915,Oil,Giant,1,634.9,,,1893,3,158,1821.567,,,,,,,,Horn (2014),,.,
104,Darquain,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,30.73333,48.29167,Onshore,1965,Oil,Giant,1,3169.533,2.17,.0485151189433319,1908,27,70,188697.98,1420.4418,.17446828,8141.5474,6197.319929690811,108529.645820801,22.920259,7.5016804,Horn (2014),,.,
105,Jufeyr,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,31.133333,48.283333,Onshore,1978,Oil,Giant,1,500,13.88333333333335,.2726843717716693,1908,47,70,235607.72,2335.0127,.35405782,6595.0039,77994.3166216283,285573.183090369,2.9938242,2.309392,Horn (2014),,.,
106,Kharg Island-Doroud,Formerly Darius,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,29.19287,50.2535,Offshore,1961,Oil,Giant,1,4079.333,2.27,.0471557896901483,1908,13,70,106701.3,1775.145,.16356483,10852.853,4426.94909475238,72789.52447999999,40.09861,14.90991,Horn (2014),,.,
107,Khafji,,E,MIDDLE EAST,MNA,Divided Neutral Zone: Kuwait/Saudi Arabia,Divided Neutral Zone: Kuwait/Saudi Arabia,,Joint discovery,,28.53333,48.91667,Offshore,1959,Oil,Supergiant,2,8814.913,2.5275,.0221,1959,1,4,8814.9131,3394.2556,.16262439,20871.75,,,,,Horn (2014),,.,
108,Moho Marine,,F,AFRICA,SSA,Congo (Brazzaville),"Congo, Republic of",634,COG,,-5.575248,11.229812,Offshore,1995,Oil,Giant,1,600,17.18333333333333,.37825,1969,4,6,2100,3346.7444,.7011227,4773.4077,2116.00397797529,6769.79316498691,158.16342,70.510391,Horn (2014),,.,
109,Mender,,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,22.714233,55.136931,Onshore,1975,Oil,Giant,1,532.833,10.7962500619888,.1795279552154058,1954,18,23,95500.273,1892.4403,.29560795,6401.8584,14720.6725065004,56806.6739823009,12.855665,11.269553,Horn (2014),,.,
110,Zarrarah,,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,22.77778,54.16389,Onshore,1970,Oil,Giant,1,1500,2.280416666666665,.0524635308616226,1954,14,23,90949.992,879.23737,.21080926,4170.772,,,,,Horn (2014),,.,
111,Idd El Shargi North Dome,,E,MIDDLE EAST,MNA,Qatar,Qatar,453,QAT,,25.5,52.4,Offshore,1960,Oil,Giant,1,1138.392,2.30000005722046,.0463057896901483,1940,2,7,8920.2002,729.06427,.1630577,4471.2041,,,,,Horn (2014),,.,
112,Murban Bu Hasa,Bu Hasa,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,23.550869,53.304486,Onshore,1962,Oil,Supergiant,2,13048.603,2.245,.0480057896901483,1954,3,23,41045.863,3964.7383,.16498895,24030.326,,,,,Horn (2014),,.,
113,Asab,"With Shah, replaces Abu Jidu",E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,23.298,54.22164,Onshore,1965,Oil,Supergiant,2,11091.193,2.17,.0485151189433319,1954,5,23,75877.07,3421.5391,.17446828,19611.238,,,,,Horn (2014),,.,
114,Sahil,,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,23.66528,54.34722,Onshore,1967,Oil,Giant,1,1363.623,2.17833333333333,.0524150269837014,1954,8,23,82040.695,784.94995,.18329984,4282.3276,,,,,Horn (2014),,.,
115,Bab,Murban Bab,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,23.846031,53.641014,Onshore,1954,Oil,Supergiant,2,16508.368,2.375,.017,1954,1,23,16508.367,4940.6426,.14480948,34118.227,,,,,Horn (2014),,.,
116,Zakum,,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,24.85556,53.70139,Offshore,1964,Oil,Supergiant,2,23740.015,2.1975,.0454027332005061,1954,4,23,64785.879,5883.2915,.17168793,34267.355,,,,,Horn (2014),,.,
117,Gharraf,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,31.74111,46.07639,Onshore,1979,Oil,Giant,1,1130,28.11111107402377,.3773565288620104,1927,25,34,134416.17,8864.0596,.38474527,23038.775,37816.4578394853,36619.34678251,23.439688,62.914219,Horn (2014),,.,
118,Minagish,,E,MIDDLE EAST,MNA,Kuwait,Kuwait,443,KWT,,29.199653,47.430764,Onshore,1959,Oil,Giant,1,4232.05,2.5275,.0221,1938,6,11,92495.773,2028.3186,.16262439,12472.413,,,,,Horn (2014),,.,
119,Umm Gudair,,E,MIDDLE EAST,MNA,Kuwait,Kuwait,443,KWT,,28.857108,47.722461,Onshore,1962,Oil,Giant,1,2962.162,2.245,.0480057896901483,1938,7,11,95457.938,1401.0111,.16498895,8491.5449,,,,,Horn (2014),,.,
120,Umm Gudair South,,E,MIDDLE EAST,MNA,Kuwait,Kuwait,443,KWT,,28.808889,47.7175,Onshore,1966,Oil,Giant,1,800,2.14833333333333,.0497189365367337,1938,9,11,96819.602,529.8681,.17915867,2957.5354,2391.48697843741,,22.156429,,Horn (2014),,.,
121,Wafra,,E,MIDDLE EAST,MNA,Kuwait,Kuwait,443,KWT,,28.591319,47.910081,Onshore,1953,Oil,Giant,1,3600,2.322916666666665,.0153,1938,2,11,71329.297,1663.4077,.14370355,11575.272,,,,,Horn (2014),,.,
122,Manifa,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,27.72333,49.03,Offshore,1957,Oil,Supergiant,2,23911.167,2.471666666666665,.0187,1938,9,59,226376.02,6650.3535,.15594488,42645.539,,,,,Horn (2014),,.,
123,Dukhan,,E,MIDDLE EAST,MNA,Qatar,Qatar,453,QAT,,25.42111,50.78361,Onshore,1940,Oil,Supergiant,2,7781.808,,,1940,1,7,7781.8081,,,,,,,,Horn (2014),,.,
124,Jawb,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,23.41667,50.41667,Onshore,1979,Oil,Giant,1,800,28.11111107402377,.3773565288620104,1938,37,59,349814.34,6933.3662,.38474527,18020.666,111859.676267555,336677.102293334,6.1982713,5.3525071,Horn (2014),,.,
125,Jurayd,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,27.4,50.21667,Offshore,1968,Oil,Giant,1,700,2.195,.0520031595766798,1938,17,59,307432.19,484.51904,.19009274,2548.8562,4187.77771111111,76790.66666666679,11.569837,3.3192265,Horn (2014),,.,
126,Lughfah,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,23.69167,50.46667,Onshore,1979,Oil,Giant,1,1050,28.11111107402377,.3773565288620104,1938,38,59,350864.34,8413.3232,.38474527,21867.256,111859.676267555,336677.102293334,7.5213189,6.4950233,Horn (2014),,.,
127,Sassan,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,25.516667,53.133333,Offshore,1967,Oil,Giant,1,1900,2.17833333333333,.0524150269837014,1908,30,70,199498.92,993.07825,.18329984,5417.7803,7555.38368995794,134772.482048,13.143982,4.0199456,Horn (2014),,.,
128,Nasr,,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,25.33056,53.48333,Offshore,1971,Oil,Giant,1,2113.333,2.625,.0579907012221471,1954,16,23,94205.773,1290.3474,.22155391,5824.0786,,,,,Horn (2014),,.,
129,Ghasha,,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,24.5756,52.92961,Offshore,1975,Oil,Giant,1,2900,10.7962500619888,.1795279552154058,1954,19,23,98400.273,6637.3623,.29560795,22453.26,14720.6725065004,56806.6739823009,45.088718,39.525742,Horn (2014),,.,
130,Saath Al Raaz Boot,,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,24.77233,53.19943,Offshore,1969,Oil,Giant,1,1881.667,2.2825,.0528546930500245,1954,10,23,84949.828,1033.446,.19991764,5169.3589,,,,,Horn (2014),,.,
131,Abqaiq,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,25.945,49.685,Onshore,1940,Oil,Supergiant,2,21024.333,,,1938,2,59,22330.51,,,,,,,,Horn (2014),,.,
132,Abu Sa'fah,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,26.79083,50.48444,Offshore,1963,Oil,Supergiant,2,9746,2.235,.0468648467254823,1938,11,59,253628.67,3219.7336,.16812883,19150.395,,,,,Horn (2014),,.,
133,Berri,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,26.98333,49.61667,Onshore,1964,Oil,Supergiant,2,20517,2.1975,.0454027332005061,1938,12,59,274145.69,5316.8662,.17168793,30968.199,,,,,Horn (2014),,.,
134,Habari,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,27.71108,47.84847,Onshore,1976,Oil,Giant,1,700,12.13750005722045,.1968554638088303,1938,28,59,339781,2679.2026,.31168446,8595.8818,64005.6657223796,296365.455893334,4.1858835,2.9004331,Horn (2014),,.,
135,Harmaliyah,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,24.561269,49.469061,Onshore,1971,Oil,Giant,1,2205.5,2.625,.0579907012221471,1938,20,59,331971,1329.918,.22155391,6002.6836,7184.8533475974,155680.187306667,18.510023,3.8557787,Horn (2014),,.,
136,Jaladi,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,27.06497,48.61525,Onshore,1978,Oil,Giant,1,1966.667,13.88333333333335,.2726843717716693,1938,35,59,348197.69,6485.7329,.35405782,18318.287,80265.6194846452,300820.954506667,8.0803375,6.0894318,Horn (2014),,.,
137,Karan,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,27.71667,50.05,Offshore,1967,Oil,Giant,1,750,2.17833333333333,.0524150269837014,1938,14,59,295905.19,502.89435,.18329984,2743.5613,,,,,Horn (2014),,.,
138,Khurais,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,25.061431,48.066225,Onshore,1957,Oil,Supergiant,2,17506.667,2.471666666666665,.0187,1938,10,59,243882.67,5356.0151,.15594488,34345.566,,,,,Horn (2014),,.,
139,Qatif,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,26.54725,49.847911,Onshore,1945,Oil,Supergiant,2,9957.166999999999,,,1938,4,59,34139.512,,,,,,,,Horn (2014),,.,
140,Sahba,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,24.163481,48.788736,Onshore,1984,Oil,Giant,1,583.333,28.5574999915229,.5452750000000001,1938,46,59,357781,5461.1323,.52635878,10375.304,119624.858115778,230060.54608,4.5652151,4.5098143,Horn (2014),,.,
141,Samin,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,26.81667,49.26667,Onshore,1979,Oil,Giant,1,750,28.11111107402377,.3773565288620104,1938,39,59,351614.34,6489.7871,.38474527,16867.75,111859.676267555,336677.102293334,5.8017216,5.0100675,Horn (2014),,.,
142,Wari'ah,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,27.696275,47.184514,Onshore,1978,Oil,Giant,1,816.667,13.88333333333335,.2726843717716693,1938,36,59,349014.34,3474.8669,.35405782,9814.4053,80265.6194846452,300820.954506667,4.3292098,3.2625403,Horn (2014),,.,
143,Dhib,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,26.83333,47.83333,Onshore,1979,Oil,Giant,1,1566.667,28.11111107402377,.3773565288620104,1938,40,59,353181,11178.013,.38474527,29053.021,111859.676267555,336677.102293334,9.9928885,8.629343,Horn (2014),,.,
144,Dibdibah,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,28.266242,47.2396,Onshore,1975,Oil,Giant,1,733.333,10.7962500619888,.1795279552154058,1938,26,59,337197.69,2456.2996,.29560795,8309.3145,46773.36820559471,251538.792560001,5.2514915,3.3033929,Horn (2014),,.,
145,Hamd,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,28.230731,46.748975,Onshore,1982,Oil,Giant,1,766.667,32.64722212685484,.587775,1938,43,59,355889.34,7645.4521,.48592058,15733.954,153239.017560236,287448.524293334,4.9892335,5.4736595,Horn (2014),,.,
146,Rimthan,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,28.48333,47.06667,Onshore,1974,Oil,Giant,1,791.667,10.6737497138977,.1717,1938,24,59,335181,2613.0068,.27119011,9635.332,45412.9577464789,276199.588560001,5.7538795,3.4885397,Horn (2014),,.,
147,Suban,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,27.8785,47.01819,Onshore,1976,Oil,Giant,1,1000,12.13750005722045,.1968554638088303,1938,29,59,340781,3508.7603,.31168446,11257.411,64005.6657223796,296365.455893334,5.4819527,3.7984896,Horn (2014),,.,
148,Abu Hadriya,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,27.315778,48.970808,Onshore,1940,Oil,Giant,1,1851.833,,,1938,3,59,24182.344,,,,,,,,Horn (2014),,.,
149,Sadawi,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,27.967958,46.714219,Onshore,1976,Oil,Giant,1,783.333,12.13750005722045,.1968554638088303,1938,30,59,341564.34,2948.9309,.31168446,9461.2705,64005.6657223796,296365.455893334,4.6072965,3.1924336,Horn (2014),,.,
150,Maghrib,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,22.83333,52.41667,Onshore,1983,Oil,Giant,1,683.333,29.6577778392368,.5646125000000001,1938,44,59,356572.69,6444.8423,.50509679,12759.618,129171.635311143,241309.051493334,4.9893632,5.2876668,Horn (2014),,.,
151,Sharar,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,27.72522,48.72625,Onshore,1976,Oil,Giant,1,2116.667,12.13750005722045,.1968554638088303,1938,31,59,343681,5972.98,.31168446,19163.547,64005.6657223796,296365.455893334,9.331955,6.466188,Horn (2014),,.,
152,Mamontovo,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,61.299678,72.666292,Onshore,1965,Oil,Giant,1,1750,2.17,.0485151189433319,1893,43,158,85149.727,933.29071,.17446828,5349.3433,,,,,Horn (2014),,.,
153,Forties,,C,WESTERN EUROPE,ECA,United Kingdom,United Kingdom,112,GBR,,57.733333,.9666670000000001,Offshore,1970,Oil,Giant,1,2000,2.280416666666665,.0524635308616226,1965,5,23,5657.666,1078.0709,.21080926,5113.9639,130671.9462443,993224.7217247491,.82502097,.51488489,Horn (2014),,.,
154,Mazalij,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,24.390164,48.111267,Onshore,1971,Oil,Giant,1,675,2.625,.0579907012221471,1938,21,59,332646,565.89954,.22155391,2554.2295,7184.8533475974,155680.187306667,7.8762851,1.6406901,Horn (2014),,.,
155,Jana,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,27.5,48.75,Onshore,1967,Oil,Giant,1,500,2.17833333333333,.0524150269837014,1938,15,59,296405.19,366.36993,.18329984,1998.7466,,,,,Horn (2014),,.,
156,Khashman,,E,MIDDLE EAST,MNA,Kuwait,Kuwait,443,KWT,,29.236747,47.873256,Onshore,1963,Oil,Giant,1,561.667,2.235,.0468648467254823,1938,8,11,96019.602,417.01874,.16812883,2480.3523,,,,,Horn (2014),,.,
157,Usinskoye,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,66.165228,57.366206,Onshore,1962,Oil,Giant,1,3100,2.245,.0480057896901483,1893,28,158,50461.055,1446.7152,.16498895,8768.5586,,,,,Horn (2014),,.,
158,Wasson,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Texas,32.997464,-102.804806,Onshore,1936,Oil,Giant,1,2263.291,,,1871,52,116,61615.02,,,,,,,,Horn (2014),,.,
159,Goldsmith,Andector,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Texas,31.749811,-102.469803,Onshore,1934,Oil,Giant,1,866,,,1871,46,116,55103.105,,,,,,,,Horn (2014),,.,
160,Seminole,Texas,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Texas,32.5,-102.666667,Onshore,1936,Oil,Giant,1,718.829,,,1871,53,116,62333.848,,,,,,,,Horn (2014),,.,
161,Cowden South,Foster; Johnson,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Texas,31.744061,-102.419742,Onshore,1932,Oil,Giant,1,589.333,,,1871,41,116,49023.883,,,,,,,,Horn (2014),,.,
162,McElroy,Dune,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Texas,31.38505,-102.308894,Onshore,1926,Oil,Giant,1,578.49,,,1871,21,116,21475.852,,,,,,,,Horn (2014),,.,
163,Fullerton,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Texas,32.166667,-102.666667,Onshore,1942,Oil,Giant,1,565,,,1871,66,116,71370.828,,,,,,,,Horn (2014),,.,
164,Blinebry-Drinkard,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - New Mexico,32.885819,-103.259725,Onshore,1935,Oil,Giant,1,506,,,1871,50,116,58301.73,,,,,,,,Horn (2014),,.,
165,Cowden North,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Texas,32.04055,-102.515284,Onshore,1930,Oil,Giant,1,500,,,1871,33,116,39202.371,,,,,,,,Horn (2014),,.,
166,Sand Hills,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Texas,31.449794,-102.328042,Onshore,1931,Oil,Giant,1,511,,,1871,38,116,47186.246,,,,,,,,Horn (2014),,.,
167,Illinois,Old Fields,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Illinois,38,-88.666667,Onshore,1938,Oil,Giant,1,675,,,1871,60,116,67883.156,,,,,,,,Horn (2014),,.,
168,Lima-Indiana,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Ohio-Indiana,40.5,-84.8,Onshore,1876,Oil,Giant,1,514,,,1871,2,116,1172,,,,,,,,Horn (2014),,.,
169,Sarkhan,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,33.3,47.75,Onshore,1973,Gas,Giant,1,1157,3.34,.0767980715665424,1908,40,70,227051.22,24.625862,.24557282,100.27927,27081.6982491603,284283.821134315,.090931751,.035274349,Horn (2014),,.,
170,Kandymskoye,Khadzhiy,D,EASTERN EUROPE AND FORMER USSR,ECA,Uzbekistan,Uzbekistan,927,UZB,,39.45,63.583333,Onshore,1966,Gas,Giant,1,903.54,2.14833333333333,.0497189365367337,1956,7,11,6650.0322,13.372491,.17915867,74.640488,,,,,Horn (2014),,.,
171,Agha Jari,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,30.720673,49.823246,Onshore,1936,Oil,Supergiant,2,19025.468,,,1908,5,70,50528.426,,,,,,,,Horn (2014),,.,
172,Mansuri,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,30.921926,48.85666,Onshore,1963,Oil,Giant,1,3532.935,2.235,.0468648467254823,1908,18,70,120865.17,1579.3777,.16812883,9393.8535,4928.62801838989,84792.3669139433,32.044975,11.078654,Horn (2014),,.,
173,Emam Hassan,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,34.38028,45.78611,Onshore,1963,Oil,Giant,1,600,2.235,.0468648467254823,1908,19,70,121465.17,435.30402,.16812883,2589.1099,4928.62801838989,84792.3669139433,8.8321543,3.0534704,Horn (2014),,.,
174,Chutyr-Kiyengop,Kiengopsko-Chutyr,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,57.258617,53.326742,Onshore,1962,Oil,Giant,1,542,2.245,.0480057896901483,1893,29,158,51003.055,397.90634,.16498895,2411.7151,,,,,Horn (2014),,.,
175,Cerro Azul,"Amatlan, Naranjos",A,NORTH AMERICA,LAC,Mexico,Mexico,273,MEX,Mexico - Veracruz,21.359236,-97.73495800000001,Onshore,1909,Oil,Giant,1,1250,,,1901,2,23,2221,,,,,,,,Horn (2014),,.,
176,Karachaganak,,D,EASTERN EUROPE AND FORMER USSR,ECA,Kazakhstan,Kazakhstan,916,KAZ,,51.31583,53.26,Onshore,1979,Gas,Supergiant,2,13199.367,28.11111107402377,.3773565288620104,1961,7,12,19500.26,671.78052,.38474527,1746.0397,,,,,Horn (2014),,.,
177,Puguangsi,Puguang,G,ASIA AND OCEANIA,EAP,China,China,924,CHN,,31.533333,107.82,Onshore,2003,Gas,Giant,1,1100,28.8989031894808,.7988851933333339,1938,30,38,46344.727,247.13509,.82498711,299.56235,1660287.96566268,2903963.01076629,.014885074,.010315639,Horn (2014),https://www.reuters.com/article/us-chevron-cnpc-gas/chevrons-6-4-billion-china-gas-project-pushed-back-again-sources-idUSBRE9B507520131206,.,
178,Sirri D,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,25.65,54.283333,Offshore,1978,Oil,Giant,1,750,13.88333333333335,.2726843717716693,1908,48,70,236357.72,3205.1338,.35405782,9052.5713,77994.3166216283,285573.183090369,4.1094451,3.1699655,Horn (2014),,.,
179,Mari,,G,ASIA AND OCEANIA,SAR,Pakistan,Pakistan,564,PAK,,27.933333,69.75,Onshore,1957,Gas,Giant,1,1361.613,2.471666666666665,.0187,1952,3,5,3909.3,6.7313852,.15594488,43.165157,,,,,Horn (2014),,.,
180,Qadirpur,,G,ASIA AND OCEANIA,SAR,Pakistan,Pakistan,564,PAK,,28.083333,69.36666700000001,Onshore,1990,Gas,Giant,1,669.1130000000001,22.87916666666667,.3840583333333331,1952,4,5,4578.4131,82.325508,.62537724,131.64136,40010.42492871499,79876.15198123531,.20576015,.16480683,Horn (2014),http://paktribune.com/business/news/Qadirpur-gas-field-to-resume-production-by-Saturday-7939.html,.,
181,G 3,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,27.345833,51.358333,Offshore,1993,Gas,Giant,1,3250,16.84166666666667,.4073625000000001,1908,55,70,319878.22,271.41016,.68270659,397.55023,63743.623232012,272298.750828903,.42578402,.14599782,Horn (2014),,.,
182,Pars North,Pars,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,27.966667,51.25,Offshore,1966,Gas,Supergiant,2,7833.333,2.14833333333333,.0497189365367337,1908,28,70,196531.33,61.474319,.17915867,343.12778,6789.93867321106,120728.3214895,.90537369,.28421482,Horn (2014),,.,
183,Ekofisk,,C,WESTERN EUROPE,ECA,Norway,Norway,142,NOR,,56.53574,3.19849,Offshore,1969,Oil,Giant,1,4451.667,2.2825,.0528546930500245,1969,1,28,4451.667,1898.0962,.19991764,9494.3906,11063.0650834888,122675.601408,17.157055,7.7394285,Horn (2014),,.,
184,Umm Al-Dalkh,,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,24.60888,54.15202,Offshore,1969,Oil,Giant,1,800.16,2.2825,.0528546930500245,1954,11,23,85749.992,563.03943,.19991764,2816.3569,,,,,Horn (2014),,.,
185,Yibal,Shuaiba,E,MIDDLE EAST,MNA,Oman,Oman,449,OMN,,22.164447,56.047547,Onshore,1962,Oil,Giant,1,2081.493,2.245,.0480057896901483,1957,3,10,3781.4929,1091.7616,.16498895,6617.1802,,,,,Horn (2014),,.,
186,Dammam,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,26.31778,50.12722,Onshore,1938,Oil,Giant,1,1306.177,,,1938,1,59,1306.177,,,,,,,,Horn (2014),,.,
187,Khursaniyah,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,27.215483,49.225272,Onshore,1956,Oil,Giant,1,4996,2.375,.0187,1938,8,59,202464.84,2141.9233,.15072045,14211.232,,,,,Horn (2014),,.,
188,Umm Shaif,,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,25.19978,53.21922,Offshore,1958,Oil,Supergiant,2,11488.893,2.569166666666665,.0204,1954,2,23,27997.262,4151.7578,.1595618,26019.748,,,,,Horn (2014),,.,
189,Ghawar,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,25.933333,49.233333,Onshore,1948,Oil,Megagiant,3,106041.167,,,1938,5,59,140180.67,,,,,,,,Horn (2014),,.,
190,Paredon,,A,NORTH AMERICA,LAC,Mexico,Mexico,273,MEX,Mexico - Tabasco,17.965978,-93.37479999999999,Onshore,1977,Oil,Giant,1,500,13.43041669527685,.2194379215793447,1901,14,23,23520.199,2258.8374,.33047032,6835.2202,81814.1592920354,416081.759447639,2.760937,1.642759,Horn (2014),,.,
